Date,Symbol,Futures Contracts,Futures Quantity,Futures Value (Rs. In Crs.),Options Contracts,Options Quantity,Options Value (Rs. In Crs.),Total Overall Value (Rs. In Crs.),Equity Traded Value (Rs. In Crs.),Equity Traded Quantity (in Lakhs),Equity Number of Trades,Equity Total Market Cap (Rs. Crs.)
2016-01-28,NIFTYIT,464,20880,23.07,1,45,0.05,23.12,20783.04,11483.1,7255679,9061635.71
2016-01-28,NIFTYMID50,2,300,0.09,0,0,0.00,0.09,20783.04,11483.1,7255679,9061635.71
2016-01-28,S&P500,222,55500,10.50,0,0,0.00,10.50,20783.04,11483.1,7255679,9061635.71
2016-01-29,BANKNIFTY,126138,3784140,5817.43,327412,9822360,15457.77,21275.20,20637.33,9947.74,8130206,9209386.3
2016-01-29,DJIA,971,29130,47.00,0,0,0.00,47.00,20637.33,9947.74,8130206,9209386.3
2016-01-29,NIFTY,213335,16000125,12027.46,1985236,148892700,113018.19,125045.65,20637.33,9947.74,8130206,9209386.3
2016-01-29,NIFTYIT,291,13095,14.63,0,0,0.00,14.63,20637.33,9947.74,8130206,9209386.3
2016-01-29,S&P500,841,210250,39.94,0,0,0.00,39.94,20637.33,9947.74,8130206,9209386.3
2016-02-01,BANKNIFTY,102429,3072870,4745.59,289371,8681130,13653.43,18399.02,16623.65,8125.47,7576598,9224068.71
2016-02-01,DJIA,269,8070,13.21,0,0,0.00,13.21,16623.65,8125.47,7576598,9224068.71
2016-02-01,NIFTY,131138,9835350,7454.59,1699044,127428300,97456.72,104911.31,16623.65,8125.47,7576598,9224068.71
2016-02-01,NIFTYIT,161,7245,8.21,1,45,0.05,8.26,16623.65,8125.47,7576598,9224068.71
2016-02-01,S&P500,253,63250,12.20,0,0,0.00,12.20,16623.65,8125.47,7576598,9224068.71
2016-02-02,BANKNIFTY,165987,4979610,7621.51,588211,17646330,27524.26,35145.77,17364.83,9647.25,7710102,9086786.43
2016-02-02,DJIA,196,5880,9.57,0,0,0.00,9.57,17364.83,9647.25,7710102,9086786.43
2016-02-02,NIFTY,213133,15984975,12042.95,2625404,196905300,149850.08,161893.03,17364.83,9647.25,7710102,9086786.43
2016-02-02,NIFTYIT,191,8595,9.72,0,0,0.00,9.72,17364.83,9647.25,7710102,9086786.43
2016-02-02,S&P500,326,81500,15.65,0,0,0.00,15.65,17364.83,9647.25,7710102,9086786.43
2016-02-03,BANKNIFTY,127442,3823260,5703.86,471132,14133960,21623.98,27327.84,16255.93,11408.69,7590895,8957589.7
2016-02-03,DJIA,295,8850,14.27,0,0,0.00,14.27,16255.93,11408.69,7590895,8957589.7
2016-02-03,NIFTY,172227,12917025,9560.32,2452910,183968250,138190.30,147750.62,16255.93,11408.69,7590895,8957589.7
2016-02-03,NIFTYIT,133,5985,6.68,3,135,0.15,6.83,16255.93,11408.69,7590895,8957589.7
2016-02-03,S&P500,359,89750,17.06,0,0,0.00,17.06,16255.93,11408.69,7590895,8957589.7
2016-02-04,BANKNIFTY,108263,3247890,4851.52,450484,13514520,20613.74,25465.26,16898.46,9548.53,7547671,8983676.73
2016-02-04,DJIA,364,10920,17.88,0,0,0.00,17.88,16898.46,9548.53,7547671,8983676.73
2016-02-04,NIFTY,182689,13701675,10181.72,2461897,184642275,139027.94,149209.66,16898.46,9548.53,7547671,8983676.73
2016-02-04,NIFTYIT,111,4995,5.61,1,45,0.05,5.66,16898.46,9548.53,7547671,8983676.73
2016-02-04,S&P500,107,26750,5.14,0,0,0.00,5.14,16898.46,9548.53,7547671,8983676.73
2016-02-05,BANKNIFTY,118915,3567450,5399.10,457388,13721640,21136.20,26535.30,17835.72,8924.48,7828286,9111903.81
2016-02-05,DJIA,279,8370,13.70,0,0,0.00,13.70,17835.72,8924.48,7828286,9111903.81
2016-02-05,NIFTY,184472,13835400,10360.85,2629712,197228400,148889.62,159250.47,17835.72,8924.48,7828286,9111903.81
2016-02-05,NIFTYIT,83,3735,4.21,0,0,0.00,4.21,17835.72,8924.48,7828286,9111903.81
2016-02-05,S&P500,207,51750,9.88,0,0,0.00,9.88,17835.72,8924.48,7828286,9111903.81
2016-02-08,BANKNIFTY,128481,3854430,5880.84,485098,14552940,22575.43,28456.27,13840.26,8081.28,6420946,9040507.26
2016-02-08,DJIA,315,9450,15.26,0,0,0.00,15.26,13840.26,8081.28,6420946,9040507.26
2016-02-08,NIFTY,195848,14688600,10964.98,2499186,187438950,141675.72,152640.70,13840.26,8081.28,6420946,9040507.26
2016-02-08,NIFTYIT,135,6075,6.74,0,0,0.00,6.74,13840.26,8081.28,6420946,9040507.26
2016-02-08,S&P500,498,124500,23.34,0,0,0.00,23.34,13840.26,8081.28,6420946,9040507.26
2016-02-09,BANKNIFTY,115137,3454110,5152.48,456074,13682220,20797.59,25950.07,14857.44,7577.17,6638239,8919291.6
2016-02-09,DJIA,378,11340,18.10,0,0,0.00,18.10,14857.44,7577.17,6638239,8919291.6
2016-02-09,NIFTY,197153,14786475,10832.91,3002490,225186750,167872.49,178705.40,14857.44,7577.17,6638239,8919291.6
2016-02-09,NIFTYIT,379,17055,18.23,0,0,0.00,18.23,14857.44,7577.17,6638239,8919291.6
2016-02-09,S&P500,441,110250,20.35,0,0,0.00,20.35,14857.44,7577.17,6638239,8919291.6
2016-02-10,BANKNIFTY,146370,4391100,6445.76,564014,16920420,25607.63,32053.39,17322.29,10366.82,7399768,8774582.92
2016-02-10,DJIA,372,11160,17.88,0,0,0.00,17.88,17322.29,10366.82,7399768,8774582.92
2016-02-10,NIFTY,258312,19373400,14051.08,3489243,261693225,193583.82,207634.90,17322.29,10366.82,7399768,8774582.92
2016-02-10,NIFTYIT,199,8955,9.54,3,135,0.15,9.69,17322.29,10366.82,7399768,8774582.92
2016-02-10,S&P500,213,53250,9.91,0,0,0.00,9.91,17322.29,10366.82,7399768,8774582.92
2016-02-11,BANKNIFTY,162216,4866480,6968.42,716931,21507930,31934.87,38903.29,18956.39,12108.83,8931863,8465969.86
2016-02-11,DJIA,689,20670,32.53,0,0,0.00,32.53,18956.39,12108.83,8931863,8465969.86
2016-02-11,NIFTY,320773,24057975,17066.31,4685411,351405825,256475.48,273541.79,18956.39,12108.83,8931863,8465969.86
2016-02-11,NIFTYIT,214,9630,10.08,0,0,0.00,10.08,18956.39,12108.83,8931863,8465969.86
2016-02-11,S&P500,205,51250,9.36,0,0,0.00,9.36,18956.39,12108.83,8931863,8465969.86
2016-02-12,BANKNIFTY,154447,4633410,6474.94,672766,20182980,29172.16,35647.10,22454.39,13899.61,10732312,8442989.86
2016-02-12,DJIA,391,11730,18.44,0,0,0.00,18.44,22454.39,13899.61,10732312,8442989.86
2016-02-12,FTSE100,2,150,0.08,0,0,0.00,0.08,22454.39,13899.61,10732312,8442989.86
2016-02-12,NIFTY,326135,24460125,17060.51,4797520,359814000,257992.20,275052.71,22454.39,13899.61,10732312,8442989.86
2016-02-12,NIFTYIT,200,9000,9.32,0,0,0.00,9.32,22454.39,13899.61,10732312,8442989.86
2016-02-12,S&P500,104,26000,4.78,0,0,0.00,4.78,22454.39,13899.61,10732312,8442989.86
2016-02-15,BANKNIFTY,129120,3873600,5575.11,596897,17906910,26169.00,31744.11,18107.19,10531.38,8395219,8697971.46
2016-02-15,DJIA,342,10260,16.53,0,0,0.00,16.53,18107.19,10531.38,8395219,8697971.46
2016-02-15,NIFTY,221517,16613775,11876.33,3462157,259661775,187854.97,199731.30,18107.19,10531.38,8395219,8697971.46
2016-02-15,NIFTYIT,123,5535,5.82,0,0,0.00,5.82,18107.19,10531.38,8395219,8697971.46
2016-02-15,S&P500,299,74750,14.06,0,0,0.00,14.06,18107.19,10531.38,8395219,8697971.46
2016-02-16,BANKNIFTY,127481,3824430,5467.00,611628,18348840,26760.14,32227.14,14976.72,8358.64,7390281,8538592.74
2016-02-16,DJIA,672,20160,32.64,0,0,0.00,32.64,14976.72,8358.64,7390281,8538592.74
2016-02-16,FTSE100,2,150,0.09,0,0,0.00,0.09,14976.72,8358.64,7390281,8538592.74
2016-02-16,NIFTY,247359,18551925,13209.21,4370868,327815100,237028.22,250237.43,14976.72,8358.64,7390281,8538592.74
2016-02-16,NIFTYIT,102,4590,4.80,2,90,0.10,4.90,14976.72,8358.64,7390281,8538592.74
2016-02-16,S&P500,600,150000,28.32,0,0,0.00,28.32,14976.72,8358.64,7390281,8538592.74
2016-02-17,BANKNIFTY,147860,4435800,6230.49,796179,23885370,34112.60,40343.09,16068.39,9525.52,7934958,8592093.78
2016-02-17,DJIA,440,13200,21.30,0,0,0.00,21.30,16068.39,9525.52,7934958,8592093.78
2016-02-17,FTSE100,3,225,0.13,0,0,0.00,0.13,16068.39,9525.52,7934958,8592093.78
2016-02-17,NIFTY,279882,20991150,14797.83,5061173,379587975,271487.97,286285.80,16068.39,9525.52,7934958,8592093.78
2016-02-17,NIFTYIT,104,4680,4.89,0,0,0.00,4.89,16068.39,9525.52,7934958,8592093.78
2016-02-17,S&P500,646,161500,30.51,0,0,0.00,30.51,16068.39,9525.52,7934958,8592093.78
2016-02-18,BANKNIFTY,130722,3921660,5597.71,686029,20580870,29686.88,35284.59,15895.41,8327.04,7799497,8677706.83
2016-02-18,DJIA,578,17340,28.46,0,0,0.00,28.46,15895.41,8327.04,7799497,8677706.83
2016-02-18,NIFTY,260632,19547400,14035.64,4484248,336318600,243484.68,257520.32,15895.41,8327.04,7799497,8677706.83
2016-02-18,NIFTYIT,127,5715,6.08,0,0,0.00,6.08,15895.41,8327.04,7799497,8677706.83
2016-02-18,S&P500,760,190000,36.60,0,0,0.00,36.60,15895.41,8327.04,7799497,8677706.83
2016-02-19,BANKNIFTY,106441,3193230,4570.75,650162,19504860,28144.21,32714.96,12602.03,7038.52,6814806,8695213.81
2016-02-19,DJIA,380,11400,18.71,0,0,0.00,18.71,12602.03,7038.52,6814806,8695213.81
2016-02-19,NIFTY,202161,15162075,10913.94,3836420,287731500,208359.69,219273.63,12602.03,7038.52,6814806,8695213.81
2016-02-19,NIFTYIT,101,4545,4.88,1,45,0.05,4.93,12602.03,7038.52,6814806,8695213.81
2016-02-19,S&P500,576,144000,27.61,0,0,0.00,27.61,12602.03,7038.52,6814806,8695213.81
2016-02-22,BANKNIFTY,122356,3670680,5285.82,702309,21069270,30515.17,35800.99,11646.18,6065.36,5966573,8736659.9
2016-02-22,DJIA,162,4860,8.01,0,0,0.00,8.01,11646.18,6065.36,5966573,8736659.9
2016-02-22,NIFTY,182565,13692375,9911.84,3295316,247148700,179766.32,189678.16,11646.18,6065.36,5966573,8736659.9
2016-02-22,NIFTYIT,217,9765,10.49,0,0,0.00,10.49,11646.18,6065.36,5966573,8736659.9
2016-02-22,S&P500,307,76750,14.81,0,0,0.00,14.81,11646.18,6065.36,5966573,8736659.9
2016-02-23,BANKNIFTY,179278,5378340,7595.84,1151572,34547160,49350.02,56945.86,13393.1,7188.58,6884277,8597852.59
2016-02-23,DJIA,247,7410,12.19,0,0,0.00,12.19,13393.1,7188.58,6884277,8597852.59
2016-02-23,NIFTY,375801,28185075,20167.89,5680158,426011850,307806.86,327974.75,13393.1,7188.58,6884277,8597852.59
2016-02-23,NIFTYIT,210,9450,10.06,0,0,0.00,10.06,13393.1,7188.58,6884277,8597852.59
2016-02-23,S&P500,501,125250,24.13,0,0,0.00,24.13,13393.1,7188.58,6884277,8597852.59
2016-02-24,BANKNIFTY,193467,5804010,8046.27,1324623,39738690,55743.55,63789.82,13095.88,7546.39,6811965,8491995.4
2016-02-24,DJIA,421,12630,20.65,0,0,0.00,20.65,13095.88,7546.39,6811965,8491995.4
2016-02-24,NIFTY,386040,28953000,20456.13,7130259,534769425,381812.40,402268.53,13095.88,7546.39,6811965,8491995.4
2016-02-24,NIFTYIT,372,16740,17.69,0,0,0.00,17.69,13095.88,7546.39,6811965,8491995.4
2016-02-24,S&P500,599,149750,28.61,0,0,0.00,28.61,13095.88,7546.39,6811965,8491995.4
2016-02-25,BANKNIFTY,202938,6088140,8349.55,1590517,47715510,66490.93,74840.48,18482.58,10701.02,7442852,8437300.43
2016-02-25,DJIA,270,8100,13.31,0,0,0.00,13.31,18482.58,10701.02,7442852,8437300.43
2016-02-25,FTSE100,1,75,0.04,0,0,0.00,0.04,18482.58,10701.02,7442852,8437300.43
2016-02-25,NIFTY,423595,31769625,22254.89,8009978,600748350,425146.92,447401.81,18482.58,10701.02,7442852,8437300.43
2016-02-25,NIFTYIT,356,16020,16.66,0,0,0.00,16.66,18482.58,10701.02,7442852,8437300.43
2016-02-25,S&P500,593,148250,28.55,0,0,0.00,28.55,18482.58,10701.02,7442852,8437300.43
2016-02-26,BANKNIFTY,117932,3537960,4880.10,296448,8893440,12765.31,17645.41,14088.48,7484.54,6743815,8477925.74
2016-02-26,DJIA,313,9390,15.67,0,0,0.00,15.67,14088.48,7484.54,6743815,8477925.74
2016-02-26,NIFTY,185417,13906275,9802.78,1747382,131053650,94375.02,104177.80,14088.48,7484.54,6743815,8477925.74
2016-02-26,NIFTYIT,123,5535,5.84,21,945,1.01,6.85,14088.48,7484.54,6743815,8477925.74
2016-02-26,S&P500,566,141500,27.69,0,0,0.00,27.69,14088.48,7484.54,6743815,8477925.74
2016-02-29,BANKNIFTY,263534,7906020,10987.09,789855,23695650,33890.96,44878.05,24880.62,12717.03,9536728,8422857.36
2016-02-29,DJIA,499,14970,24.76,0,0,0.00,24.76,24880.62,12717.03,9536728,8422857.36
2016-02-29,NIFTY,426121,31959075,22413.29,5032173,377412975,269872.87,292286.16,24880.62,12717.03,9536728,8422857.36
2016-02-29,NIFTYIT,353,15885,16.48,0,0,0.00,16.48,24880.62,12717.03,9536728,8422857.36
2016-02-29,S&P500,384,96000,18.57,0,0,0.00,18.57,24880.62,12717.03,9536728,8422857.36
2016-03-01,BANKNIFTY,134806,4044180,5793.36,405888,12176640,17603.38,23396.74,19399,9313.27,8597647,8677973.41
2016-03-01,DJIA,622,18660,30.87,0,0,0.00,30.87,19399,9313.27,8597647,8677973.41
2016-03-01,NIFTY,246510,18488250,13256.52,3083761,231282075,166369.58,179626.10,19399,9313.27,8597647,8677973.41
2016-03-01,NIFTYIT,204,9180,9.69,0,0,0.00,9.69,19399,9313.27,8597647,8677973.41
2016-03-01,NIFTYMID50,1,150,0.04,0,0,0.00,0.04,19399,9313.27,8597647,8677973.41
2016-03-01,S&P500,200,50000,9.65,0,0,0.00,9.65,19399,9313.27,8597647,8677973.41
2016-03-02,BANKNIFTY,184517,5535510,8297.62,582910,17487300,26453.81,34751.43,20722.76,11040.46,8896879,8837790.67
2016-03-02,DJIA,373,11190,18.85,0,0,0.00,18.85,20722.76,11040.46,8896879,8837790.67
2016-03-02,NIFTY,231677,17375775,12759.96,2835307,212648025,157119.20,169879.16,20722.76,11040.46,8896879,8837790.67
2016-03-02,NIFTYINFRA,1,150,0.04,0,0,0.00,0.04,20722.76,11040.46,8896879,8837790.67
2016-03-02,NIFTYIT,325,14625,15.72,0,0,0.00,15.72,20722.76,11040.46,8896879,8837790.67
2016-03-02,S&P500,331,82750,16.36,0,0,0.00,16.36,20722.76,11040.46,8896879,8837790.67
2016-03-03,BANKNIFTY,119744,3592320,5422.46,370206,11106180,16856.67,22279.13,18725.94,10167.15,8407411,8954611.66
2016-03-03,DJIA,114,3420,5.77,0,0,0.00,5.77,18725.94,10167.15,8407411,8954611.66
2016-03-03,NIFTY,183621,13771575,10213.17,2404289,180321675,133834.09,144047.26,18725.94,10167.15,8407411,8954611.66
2016-03-03,NIFTYIT,178,8010,8.76,3,135,0.15,8.91,18725.94,10167.15,8407411,8954611.66
2016-03-03,S&P500,66,16500,3.27,0,0,0.00,3.27,18725.94,10167.15,8407411,8954611.66
2016-03-04,BANKNIFTY,154049,4621470,7023.13,511737,15352110,23565.23,30588.36,18177.98,10845.27,7997949,8992361.33
2016-03-04,DJIA,187,5610,9.49,0,0,0.00,9.49,18177.98,10845.27,7997949,8992361.33
2016-03-04,NIFTY,164237,12317775,9162.30,2425188,181889100,136148.57,145310.87,18177.98,10845.27,7997949,8992361.33
2016-03-04,NIFTYIT,157,7065,7.70,1,45,0.05,7.75,18177.98,10845.27,7997949,8992361.33
2016-03-04,S&P500,200,50000,9.94,0,0,0.00,9.94,18177.98,10845.27,7997949,8992361.33
2016-03-08,BANKNIFTY,106492,3194760,4848.47,372398,11171940,17122.22,21970.69,17889.56,10834.48,8200924,9006028.56
2016-03-08,DJIA,182,5460,9.26,0,0,0.00,9.26,17889.56,10834.48,8200924,9006028.56
2016-03-08,NIFTY,158038,11852850,8839.99,2368152,177611400,133187.54,142027.53,17889.56,10834.48,8200924,9006028.56
2016-03-08,NIFTYIT,76,3420,3.71,0,0,0.00,3.71,17889.56,10834.48,8200924,9006028.56
2016-03-08,S&P500,124,31000,6.16,0,0,0.00,6.16,17889.56,10834.48,8200924,9006028.56
2016-03-09,BANKNIFTY,129221,3876630,5899.61,432049,12961470,19831.39,25731.00,18248.94,9546.76,7678377,9042770.86
2016-03-09,DJIA,125,3750,6.38,0,0,0.00,6.38,18248.94,9546.76,7678377,9042770.86
2016-03-09,NIFTY,185764,13932300,10419.21,2705763,202932225,151968.88,162388.09,18248.94,9546.76,7678377,9042770.86
2016-03-09,NIFTYINFRA,2,300,0.08,0,0,0.00,0.08,18248.94,9546.76,7678377,9042770.86
2016-03-09,NIFTYIT,142,6390,6.92,1,45,0.05,6.97,18248.94,9546.76,7678377,9042770.86
2016-03-09,S&P500,226,56500,11.20,0,0,0.00,11.20,18248.94,9546.76,7678377,9042770.86
2016-03-10,BANKNIFTY,108762,3262860,4972.00,395663,11869890,18214.49,23186.49,17181.83,8502.35,6910590,9007488.18
2016-03-10,DJIA,161,4830,8.21,0,0,0.00,8.21,17181.83,8502.35,6910590,9007488.18
2016-03-10,NIFTY,192916,14468700,10824.42,2775326,208149450,157181.69,168006.11,17181.83,8502.35,6910590,9007488.18
2016-03-10,NIFTYIT,121,5445,5.89,0,0,0.00,5.89,17181.83,8502.35,6910590,9007488.18
2016-03-10,S&P500,124,31000,6.17,0,0,0.00,6.17,17181.83,8502.35,6910590,9007488.18
2016-03-11,BANKNIFTY,150452,4513560,6876.53,502429,15072870,23168.54,30045.07,15620.64,8191.75,6595977,9025548.94
2016-03-11,DJIA,377,11310,19.34,0,0,0.00,19.34,15620.64,8191.75,6595977,9025548.94
2016-03-11,NIFTY,215823,16186725,12147.80,3278265,245869875,185365.99,197513.79,15620.64,8191.75,6595977,9025548.94
2016-03-11,NIFTYIT,91,4095,4.45,0,0,0.00,4.45,15620.64,8191.75,6595977,9025548.94
2016-03-11,S&P500,356,89000,17.82,0,0,0.00,17.82,15620.64,8191.75,6595977,9025548.94
2016-03-14,BANKNIFTY,105248,3157440,4854.74,365676,10970280,16903.25,21757.99,13848.96,7638.66,6413053,9049860.2
2016-03-14,DJIA,125,3750,6.43,0,0,0.00,6.43,13848.96,7638.66,6413053,9049860.2
2016-03-14,NIFTY,156755,11756625,8890.90,2351084,176331300,133552.69,142443.59,13848.96,7638.66,6413053,9049860.2
2016-03-14,NIFTYIT,86,3870,4.21,1,45,0.05,4.26,13848.96,7638.66,6413053,9049860.2
2016-03-14,S&P500,64,16000,3.23,0,0,0.00,3.23,13848.96,7638.66,6413053,9049860.2
2016-03-15,BANKNIFTY,89744,2692320,4143.70,331083,9932490,15332.07,19475.77,15372.99,8479.12,6945015,8968308.28
2016-03-15,DJIA,111,3330,5.71,0,0,0.00,5.71,15372.99,8479.12,6945015,8968308.28
2016-03-15,NIFTY,161346,12100950,9081.95,2285931,171444825,129442.50,138524.45,15372.99,8479.12,6945015,8968308.28
2016-03-15,NIFTYIT,169,7605,8.22,0,0,0.00,8.22,15372.99,8479.12,6945015,8968308.28
2016-03-15,S&P500,676,169000,33.98,0,0,0.00,33.98,15372.99,8479.12,6945015,8968308.28
2016-03-16,BANKNIFTY,131122,3933660,6051.19,540283,16208490,25020.48,31071.67,14529.09,8505.52,6630440,8972425.78
2016-03-16,DJIA,286,8580,14.78,0,0,0.00,14.78,14529.09,8505.52,6630440,8972425.78
2016-03-16,NIFTY,212884,15966300,11955.19,2954324,221574300,166650.44,178605.63,14529.09,8505.52,6630440,8972425.78
2016-03-16,NIFTYIT,119,5355,5.79,9,405,0.45,6.24,14529.09,8505.52,6630440,8972425.78
2016-03-16,S&P500,462,115500,23.24,0,0,0.00,23.24,14529.09,8505.52,6630440,8972425.78
2016-03-17,BANKNIFTY,146298,4388940,6852.09,652616,19578480,30589.79,37441.88,17584.03,9394.49,8001175,9009833.86
2016-03-17,DJIA,254,7620,13.20,0,0,0.00,13.20,17584.03,9394.49,8001175,9009833.86
2016-03-17,NIFTY,218685,16401375,12408.79,3488229,261617175,197910.96,210319.75,17584.03,9394.49,8001175,9009833.86
2016-03-17,NIFTYIT,178,8010,8.75,1,45,0.05,8.80,17584.03,9394.49,8001175,9009833.86
2016-03-17,S&P500,787,196750,39.85,0,0,0.00,39.85,17584.03,9394.49,8001175,9009833.86
2016-03-18,BANKNIFTY,123223,3696690,5764.41,559289,16778670,26218.65,31983.06,18911.93,9402.74,7762475,9102989.91
2016-03-18,DJIA,1082,32460,56.69,0,0,0.00,56.69,18911.93,9402.74,7762475,9102989.91
2016-03-18,NIFTY,229926,17244450,13064.73,3877729,290829675,219863.58,232928.31,18911.93,9402.74,7762475,9102989.91
2016-03-18,NIFTYIT,176,7920,8.78,0,0,0.00,8.78,18911.93,9402.74,7762475,9102989.91
2016-03-18,S&P500,2076,519000,105.68,0,0,0.00,105.68,18911.93,9402.74,7762475,9102989.91
2016-03-21,BANKNIFTY,120188,3605640,5715.20,640942,19228260,30290.13,36005.33,16247.38,7848.26,7418452,9218564.76
2016-03-21,DJIA,199,5970,10.43,0,0,0.00,10.43,16247.38,7848.26,7418452,9218564.76
2016-03-21,FTSE100,1,75,0.05,0,0,0.00,0.05,16247.38,7848.26,7418452,9218564.76
2016-03-21,NIFTY,216688,16251600,12469.04,3846873,288515475,220087.65,232556.69,16247.38,7848.26,7418452,9218564.76
2016-03-21,NIFTYIT,79,3555,3.96,0,0,0.00,3.96,16247.38,7848.26,7418452,9218564.76
2016-03-21,S&P500,391,97750,19.89,0,0,0.00,19.89,16247.38,7848.26,7418452,9218564.76
2016-03-22,BANKNIFTY,108154,3244620,5158.97,680344,20410320,32461.69,37620.66,17496.41,8663.27,7380697,9239097.28
2016-03-22,DJIA,127,3810,6.67,0,0,0.00,6.67,17496.41,8663.27,7380697,9239097.28
2016-03-22,NIFTY,207641,15573075,11997.31,3901256,292594200,225049.25,237046.56,17496.41,8663.27,7380697,9239097.28
2016-03-22,NIFTYIT,120,5400,6.03,0,0,0.00,6.03,17496.41,8663.27,7380697,9239097.28
2016-03-22,S&P500,390,97500,19.85,0,0,0.00,19.85,17496.41,8663.27,7380697,9239097.28
2016-03-23,BANKNIFTY,100518,3015540,4791.77,631701,18951030,30121.35,34913.12,15928.46,7916.11,7045674,9252171.24
2016-03-23,DJIA,137,4110,7.19,0,0,0.00,7.19,15928.46,7916.11,7045674,9252171.24
2016-03-23,FTSE100,1,75,0.05,0,0,0.00,0.05,15928.46,7916.11,7045674,9252171.24
2016-03-23,NIFTY,189231,14192325,10954.73,3645059,273379425,210247.69,221202.42,15928.46,7916.11,7045674,9252171.24
2016-03-23,NIFTYINFRA,2,300,0.08,0,0,0.00,0.08,15928.46,7916.11,7045674,9252171.24
2016-03-23,NIFTYIT,193,8685,9.72,4,180,0.20,9.92,15928.46,7916.11,7045674,9252171.24
2016-03-23,S&P500,204,51000,10.41,0,0,0.00,10.41,15928.46,7916.11,7045674,9252171.24
2016-03-28,BANKNIFTY,123289,3698670,5828.45,855838,25675140,40709.71,46538.16,17410.16,8442.19,7139903,9126196.3
2016-03-28,DJIA,156,4680,8.18,0,0,0.00,8.18,17410.16,8442.19,7139903,9126196.3
2016-03-28,NIFTY,275114,20633550,15863.78,4208464,315634800,242987.59,258851.37,17410.16,8442.19,7139903,9126196.3
2016-03-28,NIFTYINFRA,2,300,0.08,0,0,0.00,0.08,17410.16,8442.19,7139903,9126196.3
2016-03-28,NIFTYIT,171,7695,8.67,0,0,0.00,8.67,17410.16,8442.19,7139903,9126196.3
2016-03-28,NIFTYMID50,1,150,0.04,0,0,0.00,0.04,17410.16,8442.19,7139903,9126196.3
2016-03-28,S&P500,283,70750,14.40,0,0,0.00,14.40,17410.16,8442.19,7139903,9126196.3
2016-03-29,BANKNIFTY,141710,4251300,6697.65,889317,26679510,42128.51,48826.16,18061.45,8771.56,6861862,9117043.55
2016-03-29,DJIA,140,4200,7.33,0,0,0.00,7.33,18061.45,8771.56,6861862,9117043.55
2016-03-29,FTSE100,1,75,0.05,0,0,0.00,0.05,18061.45,8771.56,6861862,9117043.55
2016-03-29,NIFTY,352866,26464950,20246.78,5213831,391037325,299735.20,319981.98,18061.45,8771.56,6861862,9117043.55
2016-03-29,NIFTYIT,167,7515,8.41,0,0,0.00,8.41,18061.45,8771.56,6861862,9117043.55
2016-03-29,NIFTYMID50,2,300,0.09,0,0,0.00,0.09,18061.45,8771.56,6861862,9117043.55
2016-03-29,S&P500,343,85750,17.44,0,0,0.00,17.44,18061.45,8771.56,6861862,9117043.55
2016-03-30,BANKNIFTY,171759,5152770,8249.74,1413608,42408240,67721.93,75971.67,18171.37,9477.31,7822821,9281675.33
2016-03-30,DJIA,247,7410,13.06,0,0,0.00,13.06,18171.37,9477.31,7822821,9281675.33
2016-03-30,NIFTY,293075,21980625,16961.42,5745720,430929000,332586.89,349548.31,18171.37,9477.31,7822821,9281675.33
2016-03-30,NIFTYIT,307,13815,15.53,0,0,0.00,15.53,18171.37,9477.31,7822821,9281675.33
2016-03-30,S&P500,291,72750,14.93,0,0,0.00,14.93,18171.37,9477.31,7822821,9281675.33
2016-03-31,BANKNIFTY,169829,5094870,8260.06,2026438,60793140,98445.15,106705.21,27418.51,12966.76,9294555,9310471.47
2016-03-31,DJIA,80,2400,4.23,0,0,0.00,4.23,27418.51,12966.76,9294555,9310471.47
2016-03-31,NIFTY,437014,32776050,25462.62,7298810,547410750,425255.75,450718.37,27418.51,12966.76,9294555,9310471.47
2016-03-31,NIFTYIT,425,19125,21.67,0,0,0.00,21.67,27418.51,12966.76,9294555,9310471.47
2016-03-31,S&P500,123,30750,6.32,0,0,0.00,6.32,27418.51,12966.76,9294555,9310471.47
2016-04-01,BANKNIFTY,102110,3063300,4960.97,225376,6761280,11009.42,15970.39,15606.61,9616.49,7202641,9296734.39
2016-04-01,DJIA,295,8850,15.56,0,0,0.00,15.56,15606.61,9616.49,7202641,9296734.39
2016-04-01,NIFTY,193961,14547075,11259.47,1936651,145248825,113118.54,124378.01,15606.61,9616.49,7202641,9296734.39
2016-04-01,NIFTYIT,172,7740,8.75,0,0,0.00,8.75,15606.61,9616.49,7202641,9296734.39
2016-04-01,S&P500,129,32250,6.61,0,0,0.00,6.61,15606.61,9616.49,7202641,9296734.39
2016-04-04,BANKNIFTY,76761,2302830,3739.57,240076,7202280,11816.39,15555.96,14031.69,7781.87,6606512,9351507.29
2016-04-04,DJIA,318,9540,16.94,0,0,0.00,16.94,14031.69,7781.87,6606512,9351507.29
2016-04-04,NIFTY,121433,9107475,7079.86,1346230,100967250,78891.73,85971.59,14031.69,7781.87,6606512,9351507.29
2016-04-04,NIFTYIT,299,13455,15.33,5,225,0.26,15.59,14031.69,7781.87,6606512,9351507.29
2016-04-04,S&P500,102,25500,5.28,0,0,0.00,5.28,14031.69,7781.87,6606512,9351507.29
2016-04-05,BANKNIFTY,193916,5817480,9293.64,646396,19391880,31517.88,40811.52,16425.27,8764.43,7151143,9190643.93
2016-04-05,DJIA,392,11760,20.70,0,0,0.00,20.70,16425.27,8764.43,7151143,9190643.93
